signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results
msg_iteration.10.user.ethiopianfoodanddrugauthority.post.5039,1342468332,ethiopianfoodanddrugauthority,5039,"የፀረ-ተዋህሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር ዙሪያ የግንዛቤ ማስጨበጫ ስልጠና ተካሄደ፡፡
ሰኔ 6/2016 ዓ.ም አለም አቀፍ የፀረ-ተህዋሲያን ቀንን ለማክበር ለባለስልጣኑ ሠራተኞች የተዘጋጀውን የግንዛቤ ማስጨበጫ ስልጠና የባለስልጣኑ የፋርማኮቪጂላንስና የሕክምና ሙከራ መሪ ስራ አስፈፃሚ ወ/ሮ አስናቀች ዓለሙ እንደተናገሩት የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድ ችግርን ለመከላከልና ለመቆጣጠር ከተነደፉ ስትራቴጂክ ዓላማዎች መካከል በጉዳዩ ዙሪያ ትምህርትና ግንዛቤ ማዳበር ነው ለዚህም ነው ይህ ስልጠና የተዘጋጀው ብለዋል፡፡
የመድኃኒት ጥራት፣ ደህንነትና ፈዋሽነት ለማረጋገጥ ብሎም አግባባዊ አጠቃቀም ለማስፈን በየስራ ክፍሉ የሚሰሩ ስራዎች ድምር ውጤት የፀረ-ተዋህሲያ መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር  አስተዋፆ አለው ያሉት ወ/ሮ አስናቀች ይህን በመገንዘብ የሚመከለታቸው የስራ ክፍሎች በትኩረት ሊሰሩ እንደሚገባ ጠይቀዋል፡፡
ባለስልጣን መስሪያ ቤቱ የፀረ-ተዋህሲያን መድኃኒቶች መላመድን ለመከላከልና ለመቆጣጠር ለጤና ባለሙያዎችና ለሕብረተሰቡ በጉዳዩ ዙሪያ የተለያዩ ግንዛቤ የሚፈጥሩ ስልጠናዎችን ጨምሮ መረጃዎችን ማሰራጨቱን የገለፁት ወ/ሮ አስናቀች የመድኃኒት ፎርሙላሪ ፣የብሔራዊ መሰረታዊ መድኃኒቶች መዘርዝርና ያለመድኃኒት ማዘዣ የሚታደሉ መድኃኒቶች ክለሳ የማድረግ ስራ እንዲሁም የ ኤስ ኤፍ መድኃኒቶች ክትትል፣ የፀረ ተህዋሲያን መድኃኒቶች ፍጆታና በተለያዩ የፀረ-ተህዋሲያን መድኃኒቶች ድህረ ገበያ ጥናት ዙሪያ ሰፊ ስራዎች እየተሰሩ መሆኑን ገልፀዋል፡፡ 
በስልጠናው ላይ የፀረ- ተዋህሲያን መድኃኒቶች በጀርሞች መላመድና መከላከልን የተመለከቱ ግንዛቤ ሰጪ ወረቀቶች ቀርበው ሰፊ ውይይት ተደርጎባቸዋል፡፡",የፀረ-ተዋህሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር ዙሪያ የግንዛቤ ማስጨበጫ ስልጠና ተካሄደ፡፡ ሰኔ 6/2016 ዓ.ም አለም አቀፍ የፀረ-ተህዋሲያን ቀንን ለማክበር ለባለስልጣኑ ሠራተኞች የተዘጋጀውን የግንዛቤ ማስጨበጫ ስልጠና የባለስልጣኑ የፋርማኮቪጂላንስና የሕክምና ሙከራ መሪ ስራ አስፈፃሚ ወ/ሮ አስናቀች ዓለሙ እንደተናገሩት የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድ ችግርን ለመከላከልና ለመቆጣጠር ከተነደፉ ስትራቴጂክ ዓላማዎች መካከል በጉዳዩ ዙሪያ ትምህርትና ግንዛቤ ማዳበር ነው ለዚህም ነው ይህ ስልጠና የተዘጋጀው ብለዋል፡፡ የመድኃኒት ጥራት፣ ደህንነትና ፈዋሽነት ለማረጋገጥ ብሎም አግባባዊ አጠቃቀም ለማስፈን በየስራ ክፍሉ የሚሰሩ ስራዎች ድምር ውጤት የፀረ-ተዋህሲያ መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር አስተዋፆ አለው ያሉት ወ/ሮ አስናቀች ይህን በመገንዘብ የሚመከለታቸው የስራ ክፍሎች በትኩረት ሊሰሩ እንደሚገባ ጠይቀዋል፡፡ ባለስልጣን መስሪያ ቤቱ የፀረ-ተዋህሲያን መድኃኒቶች መላመድን ለመከላከልና ለመቆጣጠር ለጤና ባለሙያዎችና ለሕብረተሰቡ በጉዳዩ ዙሪያ የተለያዩ ግንዛቤ የሚፈጥሩ ስልጠናዎችን ጨምሮ መረጃዎችን ማሰራጨቱን የገለፁት ወ/ሮ አስናቀች የመድኃኒት ፎርሙላሪ ፣የብሔራዊ መሰረታዊ መድኃኒቶች መዘርዝርና ያለመድኃኒት ማዘዣ የሚታደሉ መድኃኒቶች ክለሳ የማድረግ ስራ እንዲሁም የ ኤስ ኤፍ መድኃኒቶች ክትትል፣ የፀረ ተህዋሲያን መድኃኒቶች ፍጆታና በተለያዩ የፀረ-ተህዋሲያን መድኃኒቶች ድህረ ገበያ ጥናት ዙሪያ ሰፊ ስራዎች እየተሰሩ መሆኑን ገልፀዋል፡፡ በስልጠናው ላይ የፀረ- ተዋህሲያን መድኃኒቶች በጀርሞች መላመድና መከላከልን የተመለከቱ ግንዛቤ ሰጪ ወረቀቶች ቀርበው ሰፊ ውይይት ተደርጎባቸዋል፡፡,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5039,902,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.11.user.ethiopianfoodanddrugauthority.post.5038,1342468332,ethiopianfoodanddrugauthority,5038,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5038,904,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.12.user.ethiopianfoodanddrugauthority.post.5037,1342468332,ethiopianfoodanddrugauthority,5037,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5037,908,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.13.user.ethiopianfoodanddrugauthority.post.5036,1342468332,ethiopianfoodanddrugauthority,5036,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5036,859,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.14.user.ethiopianfoodanddrugauthority.post.5035,1342468332,ethiopianfoodanddrugauthority,5035,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5035,869,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.15.user.ethiopianfoodanddrugauthority.post.5034,1342468332,ethiopianfoodanddrugauthority,5034,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5034,854,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.16.user.ethiopianfoodanddrugauthority.post.5033,1342468332,ethiopianfoodanddrugauthority,5033,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5033,862,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.17.user.ethiopianfoodanddrugauthority.post.5032,1342468332,ethiopianfoodanddrugauthority,5032,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5032,847,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.18.user.ethiopianfoodanddrugauthority.post.5031,1342468332,ethiopianfoodanddrugauthority,5031,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5031,866,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.19.user.ethiopianfoodanddrugauthority.post.5030,1342468332,ethiopianfoodanddrugauthority,5030,0,0,2024-06-13 17:53:20+00:00,https://t.me/ethiopianfoodanddrugauthority/5030,834,0,2,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.20.user.ethiopianfoodanddrugauthority.post.5029,1342468332,ethiopianfoodanddrugauthority,5029,0,0,2024-06-12 14:14:38+00:00,https://t.me/ethiopianfoodanddrugauthority/5029,1338,0,10,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.21.user.ethiopianfoodanddrugauthority.post.5028,1342468332,ethiopianfoodanddrugauthority,5028,0,0,2024-06-11 06:51:07+00:00,https://t.me/ethiopianfoodanddrugauthority/5028,1465,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.22.user.ethiopianfoodanddrugauthority.post.5027,1342468332,ethiopianfoodanddrugauthority,5027,0,0,2024-06-11 05:51:48+00:00,https://t.me/ethiopianfoodanddrugauthority/5027,1656,0,7,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.23.user.ethiopianfoodanddrugauthority.post.5026,1342468332,ethiopianfoodanddrugauthority,5026,"የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር የመንግስትና የግል ዘርፍ አጋርነት አስፋላጊ መሆኑ ተገለፀ ፡፡
የኢትዮጵያ ምግብና መድኃኒት ባለስልጣን ከኢትዮጵያ የመድኃኒት ባለሙያዎች ማህበር ጋር  በመተባበር የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር  የግንዛቤ ማስጨበጫ ስልጠና ከሰኔ 3-5/2016 በአዲስ አበባ ከተማ እየተሰጠ ይገኛል፡፡
ስልጠናውን በንግግር የከፈቱት የባለስልጣኑ የመድኃኒት ዘርፍ ምክትል ዋና ዳይሬክተር አቶ ስዩም ወልዴ እንደተናገሩት የስልጠናው ዓላማ  አቅምን  በማሳደግ የተሻለ የጤና ግብዓት መቅረብ  እንደሆነ ገልፀው ተቋሙ ከሌሎች ባለድርሻ  አካላት ጋር በመተባበር ብሄራዊ የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር  ስትራቴጂ ነድፎ በተግባር ላይ እያዋለ ይገኛል፡፡
ከዚህም ውስጥ አንዱ የግንዛቤ ማስጨባጫ ስልጠና  በየደረጃው ላሉ  ተዋንያን መስጠትና የተገኘውን ዕውቀት ወደ ተግባር  በመለወጥ መስራት እንደሚገባም አቶ ስዩም አስረድተዋል የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር ሀኪሞች ተገቢውን መድኃኒት ማዘዝ እና  የፋርማሲ ባለሙያዎች ደግሞ በሀኪም የታዘዘውን መድኃኒት በአግባቡ ማደል የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ይቀንሳል ብለዋል፡፡
የኢትዮጵያ የመድኃኒት ባለሙያዎች ማህበር ዋና ዳይሬክተር አቶ ኪዱ ኃይሉ በበኩላቸው በአስተላለፉት መልዕክት በአሁኑ ሰዓት ትልቁ የጤና ሰጋት እና ክስተት የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መለመድ አንደሆነ ጠቁመው ይህንን ለመከላከልና ለመቆጣጠር የግንዛቤ መስጫ  ስልጠናዎች  አስፈላጊ በመሆኑ ሁሉም ከኢትዮጵያ ምግብና መድኃኒት ባለስልጣን ጋር መስራት የግድ ነው ብለዋል፡፡",የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር የመንግስትና የግል ዘርፍ አጋርነት አስፋላጊ መሆኑ ተገለፀ ፡፡ የኢትዮጵያ ምግብና መድኃኒት ባለስልጣን ከኢትዮጵያ የመድኃኒት ባለሙያዎች ማህበር ጋር በመተባበር የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር የግንዛቤ ማስጨበጫ ስልጠና ከሰኔ 3-5/2016 በአዲስ አበባ ከተማ እየተሰጠ ይገኛል፡፡ ስልጠናውን በንግግር የከፈቱት የባለስልጣኑ የመድኃኒት ዘርፍ ምክትል ዋና ዳይሬክተር አቶ ስዩም ወልዴ እንደተናገሩት የስልጠናው ዓላማ አቅምን በማሳደግ የተሻለ የጤና ግብዓት መቅረብ እንደሆነ ገልፀው ተቋሙ ከሌሎች ባለድርሻ አካላት ጋር በመተባበር ብሄራዊ የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር ስትራቴጂ ነድፎ በተግባር ላይ እያዋለ ይገኛል፡፡ ከዚህም ውስጥ አንዱ የግንዛቤ ማስጨባጫ ስልጠና በየደረጃው ላሉ ተዋንያን መስጠትና የተገኘውን ዕውቀት ወደ ተግባር በመለወጥ መስራት እንደሚገባም አቶ ስዩም አስረድተዋል የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ለመከላከልና ለመቆጣጠር ሀኪሞች ተገቢውን መድኃኒት ማዘዝ እና የፋርማሲ ባለሙያዎች ደግሞ በሀኪም የታዘዘውን መድኃኒት በአግባቡ ማደል የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መላመድን ይቀንሳል ብለዋል፡፡ የኢትዮጵያ የመድኃኒት ባለሙያዎች ማህበር ዋና ዳይሬክተር አቶ ኪዱ ኃይሉ በበኩላቸው በአስተላለፉት መልዕክት በአሁኑ ሰዓት ትልቁ የጤና ሰጋት እና ክስተት የፀረ-ተህዋሲያን መድኃኒቶች በጀርሞች መለመድ አንደሆነ ጠቁመው ይህንን ለመከላከልና ለመቆጣጠር የግንዛቤ መስጫ ስልጠናዎች አስፈላጊ በመሆኑ ሁሉም ከኢትዮጵያ ምግብና መድኃኒት ባለስልጣን ጋር መስራት የግድ ነው ብለዋል፡፡,2024-06-10 17:40:10+00:00,https://t.me/ethiopianfoodanddrugauthority/5026,1757,0,4,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.24.user.ethiopianfoodanddrugauthority.post.5025,1342468332,ethiopianfoodanddrugauthority,5025,0,0,2024-06-10 17:40:10+00:00,https://t.me/ethiopianfoodanddrugauthority/5025,1793,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.25.user.ethiopianfoodanddrugauthority.post.5024,1342468332,ethiopianfoodanddrugauthority,5024,0,0,2024-06-10 17:40:10+00:00,https://t.me/ethiopianfoodanddrugauthority/5024,1851,0,4,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.26.user.ethiopianfoodanddrugauthority.post.5023,1342468332,ethiopianfoodanddrugauthority,5023,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5023,1631,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.27.user.ethiopianfoodanddrugauthority.post.5022,1342468332,ethiopianfoodanddrugauthority,5022,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5022,1695,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.28.user.ethiopianfoodanddrugauthority.post.5021,1342468332,ethiopianfoodanddrugauthority,5021,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5021,1759,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.29.user.ethiopianfoodanddrugauthority.post.5020,1342468332,ethiopianfoodanddrugauthority,5020,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5020,1549,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.30.user.ethiopianfoodanddrugauthority.post.5019,1342468332,ethiopianfoodanddrugauthority,5019,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5019,1553,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.31.user.ethiopianfoodanddrugauthority.post.5018,1342468332,ethiopianfoodanddrugauthority,5018,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5018,1530,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.32.user.ethiopianfoodanddrugauthority.post.5017,1342468332,ethiopianfoodanddrugauthority,5017,0,0,2024-06-10 17:40:09+00:00,https://t.me/ethiopianfoodanddrugauthority/5017,1485,0,3,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
msg_iteration.33.user.ethiopianfoodanddrugauthority.post.5016,1342468332,ethiopianfoodanddrugauthority,5016,0,0,2024-06-07 15:17:35+00:00,https://t.me/ethiopianfoodanddrugauthority/5016,2207,0,9,0,0,0.0,0,0,0,0,0,1,MessageMediaPhoto,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
